ID,ModernName,Date,Time,Transect,Location,AmountSeen,IdentificationMeans,Observer,Notes,WeatherConditions,Flyover
2381,Ring-Billed Gull,3/1/2013,9:35:00 AM,2,Lincoln Park Zoo,3,,Mason Fidino,,Overcast,FALSE
2380,Canada Goose,3/1/2013,9:35:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2379,House Sparrow,3/1/2013,9:35:00 AM,2,Lincoln Park Zoo,8,,Mason Fidino,,Overcast,FALSE
2378,Lesser Scaup,3/1/2013,9:30:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2377,Common Golden-eye,3/1/2013,9:30:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2376,American Crow,3/1/2013,9:30:00 AM,2,Nature Boardwalk,7,,Mason Fidino,,Overcast,FALSE
2375,Black Crowned Night Heron,3/1/2013,9:30:00 AM,2,Nature Boardwalk,5,,Mason Fidino,,Overcast,FALSE
2374,Canada Goose,3/1/2013,9:30:00 AM,2,Nature Boardwalk,15,,Mason Fidino,,Overcast,FALSE
2373,Ring-Billed Gull,3/1/2013,9:30:00 AM,2,Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2372,Ring-Billed Gull,3/1/2013,9:21:00 AM,2,South of Nature Boardwalk,3,,Mason Fidino,,Overcast,FALSE
2371,American Crow,3/1/2013,9:21:00 AM,2,South of Nature Boardwalk,5,,Mason Fidino,,Overcast,FALSE
2370,Dark Eyed Junco,3/1/2013,9:21:00 AM,2,South of Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2369,Dark Eyed Junco,3/1/2013,9:07:00 AM,1,South of Nature Boardwalk,16,,Mason Fidino,,Overcast,FALSE
2368,Black capped chickadee,3/1/2013,9:07:00 AM,1,South of Nature Boardwalk,7,,Mason Fidino,,Overcast,FALSE
2367,American Crow,3/1/2013,9:07:00 AM,1,South of Nature Boardwalk,10,,Mason Fidino,,Overcast,FALSE
2366,House Sparrow,3/1/2013,9:00:00 AM,1,Nature Boardwalk,4,,Mason Fidino,,Overcast,FALSE
2365,American Crow,3/1/2013,9:00:00 AM,1,Nature Boardwalk,6,,Mason Fidino,,Overcast,FALSE
2364,Ring-Billed Gull,3/1/2013,9:00:00 AM,1,Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2363,Black capped chickadee,3/1/2013,8:55:00 AM,1,Lincoln Park Zoo,2,,Mason Fidino,,Overcast,FALSE
2362,American Crow,3/1/2013,8:55:00 AM,1,Lincoln Park Zoo,4,,Mason Fidino,,Overcast,FALSE
2361,Northern Cardinal,3/1/2013,8:55:00 AM,1,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2360,House Sparrow,3/1/2013,8:55:00 AM,1,Lincoln Park Zoo,48,,Mason Fidino,,Overcast,FALSE
2359,House Sparrow,3/1/2013,8:45:00 AM,1,South of Conservatory,1,,Mason Fidino,,Overcast,FALSE
2358,American Crow,3/1/2013,8:45:00 AM,1,South of Conservatory,4,,Mason Fidino,,Overcast,FALSE
2357,Northern Cardinal,3/1/2013,8:45:00 AM,1,South of Conservatory,5,,Mason Fidino,,Overcast,FALSE
2356,Ring-Billed Gull,3/1/2013,8:27:00 AM,1,North Pond,,,Mason Fidino,,Overcast,FALSE
2355,Downy Woodpecker,3/1/2013,8:27:00 AM,1,North Pond,1,,Mason Fidino,,Overcast,FALSE
2354,White-breasted Nuthatch,3/1/2013,8:27:00 AM,1,North Pond,1,,Mason Fidino,,Overcast,FALSE
2353,Red-bellied woodpecker,3/1/2013,8:27:00 AM,1,North Pond,1,,Mason Fidino,,Overcast,FALSE
2352,House Sparrow,3/1/2013,8:27:00 AM,1,North Pond,16,,Mason Fidino,,Overcast,FALSE
2351,Black capped chickadee,3/1/2013,8:27:00 AM,1,North Pond,6,,Mason Fidino,,Overcast,FALSE
2350,Pigeon,3/1/2013,8:27:00 AM,1,North Pond,6,,Mason Fidino,,Overcast,FALSE
2349,Canada Goose,3/1/2013,8:27:00 AM,1,North Pond,2,,Mason Fidino,,Overcast,FALSE
2348,American Crow,3/1/2013,8:27:00 AM,1,North Pond,9,,Mason Fidino,,Overcast,FALSE
2478,Pigeon,3/2/2013,10:15:00 AM,1,South of Nature Boardwalk,24,,Mason Fidino,,Overcast,FALSE
2477,House Sparrow,3/2/2013,10:15:00 AM,1,South of Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2476,American Crow,3/2/2013,10:15:00 AM,1,South of Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2475,Northern Cardinal,3/2/2013,10:10:00 AM,1,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2474,House Sparrow,3/2/2013,10:10:00 AM,1,Nature Boardwalk,3,,Mason Fidino,,Overcast,FALSE
2473,Black capped chickadee,3/2/2013,10:03:00 AM,1,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2472,European Starling,3/2/2013,10:03:00 AM,1,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2471,American Crow,3/2/2013,10:03:00 AM,1,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2470,House Sparrow,3/2/2013,10:03:00 AM,1,Lincoln Park Zoo,25,,Mason Fidino,,Overcast,FALSE
2469,Ring-Billed Gull,3/2/2013,9:44:00 AM,1,South of Conservatory,1,,Mason Fidino,,Overcast,FALSE
2468,American Crow,3/2/2013,9:44:00 AM,1,South of Conservatory,,,Mason Fidino,,Overcast,FALSE
2467,American Robin,3/2/2013,9:44:00 AM,1,South of Conservatory,1,,Mason Fidino,,Overcast,FALSE
2466,House Sparrow,3/2/2013,9:44:00 AM,1,South of Conservatory,9,,Mason Fidino,,Overcast,FALSE
2465,Northern Cardinal,3/2/2013,9:44:00 AM,1,South of Conservatory,4,,Mason Fidino,,Overcast,FALSE
2464,Northern Cardinal,3/2/2013,9:31:00 AM,1,North Pond,1,,Mason Fidino,,Overcast,FALSE
2463,House Sparrow,3/2/2013,9:31:00 AM,1,North Pond,31,,Mason Fidino,,Overcast,FALSE
2462,American Crow,3/2/2013,9:31:00 AM,1,North Pond,4,,Mason Fidino,,Overcast,FALSE
2461,American Crow,3/2/2013,9:18:00 AM,3,North Pond,1,,Mason Fidino,,Overcast,FALSE
2460,House Sparrow,3/2/2013,9:18:00 AM,3,North Pond,1,,Mason Fidino,,Overcast,FALSE
2459,Ring-Billed Gull,3/2/2013,9:18:00 AM,3,North Pond,1,,Mason Fidino,,Overcast,FALSE
2458,Common Golden-eye,3/2/2013,9:18:00 AM,3,North Pond,1,,Mason Fidino,,Overcast,FALSE
2457,Mallard,3/2/2013,8:55:00 AM,3,Canal,2,,Mason Fidino,,Overcast,FALSE
2456,Lesser Scaup,3/2/2013,8:55:00 AM,3,Canal,1,,Mason Fidino,,Overcast,FALSE
2455,House Sparrow,3/2/2013,8:55:00 AM,3,Canal,6,,Mason Fidino,,Overcast,FALSE
2454,American Crow,3/2/2013,8:55:00 AM,3,Canal,2,,Mason Fidino,,Overcast,FALSE
2453,Common Golden-eye,3/2/2013,8:55:00 AM,3,Canal,61,,Mason Fidino,,Overcast,FALSE
2452,Red-breasted Merganser,3/2/2013,8:55:00 AM,3,Canal,11,,Mason Fidino,,Overcast,FALSE
2451,Black Crowned Night Heron,3/2/2013,8:55:00 AM,3,Canal,2,,Mason Fidino,,Overcast,FALSE
2450,Canada Goose,3/2/2013,8:55:00 AM,3,Canal,75,,Mason Fidino,,Overcast,FALSE
2449,Ring-Billed Gull,3/2/2013,8:55:00 AM,3,Canal,43,,Mason Fidino,,Overcast,FALSE
2448,American Crow,3/2/2013,8:42:00 AM,3,South of Nature Boardwalk,3,,Mason Fidino,,Overcast,FALSE
2447,House Sparrow,3/2/2013,8:42:00 AM,3,South of Nature Boardwalk,3,,Mason Fidino,,Overcast,FALSE
2446,Downy Woodpecker,3/2/2013,8:42:00 AM,3,South of Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2445,House Sparrow,3/2/2013,8:29:00 AM,2,South of Nature Boardwalk,3,,Mason Fidino,,Overcast,FALSE
2444,American Robin,3/2/2013,8:29:00 AM,2,South of Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2443,Northern Cardinal,3/2/2013,8:29:00 AM,2,South of Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2442,American Tree sparrow,3/2/2013,8:29:00 AM,2,South of Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2441,American Crow,3/2/2013,8:29:00 AM,2,South of Nature Boardwalk,6,,Mason Fidino,,Overcast,FALSE
2440,White-crowned sparrow,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2439,Cooper's Hawk,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2438,Black Crowned Night Heron,3/2/2013,8:22:00 AM,2,Nature Boardwalk,4,,Mason Fidino,,Overcast,FALSE
2437,American Crow,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2436,Lesser Scaup,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2435,Common Golden-eye,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2434,Ring-Billed Gull,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,TRUE
2433,Downy Woodpecker,3/2/2013,8:22:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2432,Canada Goose,3/2/2013,8:22:00 AM,2,Nature Boardwalk,14,,Mason Fidino,,Overcast,FALSE
2431,House Sparrow,3/2/2013,8:22:00 AM,2,Nature Boardwalk,4,,Mason Fidino,,Overcast,FALSE
2430,Canada Goose,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,2,,Mason Fidino,,Overcast,FALSE
2429,European Starling,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,2,,Mason Fidino,,Overcast,FALSE
2428,Mallard,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,80,,Mason Fidino,,Overcast,FALSE
2427,Ring-Billed Gull,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,TRUE
2426,Northern Cardinal,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,6,,Mason Fidino,,Overcast,FALSE
2425,Black capped chickadee,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2424,House Sparrow,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,24,,Mason Fidino,,Overcast,FALSE
2423,American Crow,3/2/2013,8:06:00 AM,2,Lincoln Park Zoo,7,,Mason Fidino,,Overcast,FALSE
2422,American Goldfinch,3/2/2013,7:41:00 AM,2,North Pond,2,,Mason Fidino,,Overcast,FALSE
2421,Red-breasted Nuthatch,3/2/2013,7:41:00 AM,2,North Pond,1,,Mason Fidino,,Overcast,FALSE
2420,Black capped chickadee,3/2/2013,7:41:00 AM,2,North Pond,2,,Mason Fidino,,Overcast,FALSE
2419,Downy Woodpecker,3/2/2013,7:41:00 AM,2,North Pond,1,,Mason Fidino,,Overcast,FALSE
2418,Dark Eyed Junco,3/2/2013,7:41:00 AM,2,North Pond,15,,Mason Fidino,,Overcast,FALSE
2417,European Starling,3/2/2013,7:41:00 AM,2,North Pond,17,,Mason Fidino,,Overcast,FALSE
2416,Northern Cardinal,3/2/2013,7:41:00 AM,2,North Pond,6,,Mason Fidino,,Overcast,FALSE
2415,Mallard,3/2/2013,7:41:00 AM,2,North Pond,65,,Mason Fidino,,Overcast,FALSE
2414,Common Golden-eye,3/2/2013,7:41:00 AM,2,North Pond,1,,Mason Fidino,,Overcast,FALSE
2413,Hooded Merganser,3/2/2013,7:41:00 AM,2,North Pond,3,,Mason Fidino,,Overcast,FALSE
2412,Ring-Billed Gull,3/2/2013,7:41:00 AM,2,North Pond,8,,Mason Fidino,,Overcast,FALSE
2411,American Crow,3/2/2013,7:41:00 AM,2,North Pond,3,,Mason Fidino,,Overcast,FALSE
2410,Canada Goose,3/2/2013,7:41:00 AM,2,North Pond,47,,Mason Fidino,,Overcast,FALSE
2409,House Sparrow,3/2/2013,7:41:00 AM,2,North Pond,14,,Mason Fidino,,Overcast,FALSE
2560,Pigeon,3/4/2013,10:12:00 AM,1,North Pond,1,,Mason Fidino,,Sunny,FALSE
2559,American Crow,3/4/2013,10:12:00 AM,1,North Pond,1,,Mason Fidino,,Sunny,FALSE
2558,Canada Goose,3/4/2013,10:12:00 AM,1,North Pond,19,,Mason Fidino,,Sunny,FALSE
2557,Black capped chickadee,3/4/2013,10:12:00 AM,1,North Pond,1,,Mason Fidino,,Sunny,FALSE
2556,House Sparrow,3/4/2013,10:12:00 AM,1,North Pond,38,,Mason Fidino,,Sunny,FALSE
2555,American Goldfinch,3/4/2013,10:03:00 AM,1,South of Conservatory,1,,Mason Fidino,,Sunny,FALSE
2554,Northern Cardinal,3/4/2013,10:03:00 AM,1,South of Conservatory,1,,Mason Fidino,,Sunny,FALSE
2553,Canada Goose,3/4/2013,10:03:00 AM,1,South of Conservatory,4,,Mason Fidino,,Sunny,FALSE
2552,House Sparrow,3/4/2013,10:03:00 AM,1,South of Conservatory,5,,Mason Fidino,,Sunny,FALSE
2551,American Crow,3/4/2013,9:56:00 AM,1,Lincoln Park Zoo,4,,Mason Fidino,,Sunny,FALSE
2550,Canada Goose,3/4/2013,9:56:00 AM,1,Lincoln Park Zoo,3,,Mason Fidino,,Sunny,FALSE
2549,Pigeon,3/4/2013,9:56:00 AM,1,Lincoln Park Zoo,2,,Mason Fidino,,Sunny,FALSE
2548,Northern Cardinal,3/4/2013,9:56:00 AM,1,Lincoln Park Zoo,3,,Mason Fidino,,Sunny,FALSE
2547,Black capped chickadee,3/4/2013,9:56:00 AM,1,Lincoln Park Zoo,2,,Mason Fidino,,Sunny,FALSE
2546,House Sparrow,3/4/2013,9:56:00 AM,1,Lincoln Park Zoo,57,,Mason Fidino,,Sunny,FALSE
2545,House Sparrow,3/4/2013,9:50:00 AM,1,Nature Boardwalk,8,,Mason Fidino,,Sunny,FALSE
2544,Canada Goose,3/4/2013,9:50:00 AM,1,Nature Boardwalk,8,,Mason Fidino,,Sunny,FALSE
2543,Ring-Billed Gull,3/4/2013,9:50:00 AM,1,Nature Boardwalk,2,,Mason Fidino,,Sunny,FALSE
2542,American Crow,3/4/2013,9:50:00 AM,1,Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2541,Ring-Billed Gull,3/4/2013,9:44:00 AM,1,South of Nature Boardwalk,2,,Mason Fidino,,Sunny,FALSE
2540,Canada Goose,3/4/2013,9:44:00 AM,1,South of Nature Boardwalk,4,,Mason Fidino,,Sunny,FALSE
2539,American Crow,3/4/2013,9:44:00 AM,1,South of Nature Boardwalk,8,,Mason Fidino,,Sunny,FALSE
2538,Black capped chickadee,3/4/2013,9:32:00 AM,3,South of Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2537,House Sparrow,3/4/2013,9:32:00 AM,3,South of Nature Boardwalk,3,,Mason Fidino,,Sunny,FALSE
2536,American Crow,3/4/2013,9:32:00 AM,3,South of Nature Boardwalk,5,,Mason Fidino,,Sunny,FALSE
2535,Common Merganser,3/4/2013,9:02:00 AM,3,Canal,3,,Mason Fidino,,Sunny,FALSE
2534,House Sparrow,3/4/2013,9:02:00 AM,3,Canal,1,,Mason Fidino,,Sunny,FALSE
2533,Downy Woodpecker,3/4/2013,9:02:00 AM,3,Canal,1,,Mason Fidino,,Sunny,FALSE
2532,American Crow,3/4/2013,9:02:00 AM,3,Canal,13,,Mason Fidino,,Sunny,FALSE
2531,Lesser Scaup,3/4/2013,9:02:00 AM,3,Canal,3,,Mason Fidino,,Sunny,FALSE
2530,Canada Goose,3/4/2013,9:02:00 AM,3,Canal,138,,Mason Fidino,,Sunny,FALSE
2529,Red-breasted Merganser,3/4/2013,9:02:00 AM,3,Canal,1,,Mason Fidino,,Sunny,FALSE
2528,Common Golden-eye,3/4/2013,9:02:00 AM,3,Canal,65,,Mason Fidino,,Sunny,FALSE
2527,Ring-Billed Gull,3/4/2013,9:02:00 AM,3,Canal,13,,Mason Fidino,,Sunny,FALSE
2526,Pigeon,3/4/2013,8:50:00 AM,3,North Pond,3,,Mason Fidino,,Sunny,FALSE
2525,American Crow,3/4/2013,8:50:00 AM,3,North Pond,1,,Mason Fidino,,Sunny,FALSE
2524,Mallard,3/4/2013,8:50:00 AM,3,North Pond,5,,Mason Fidino,,Sunny,FALSE
2523,Song sparrow,3/4/2013,8:50:00 AM,3,North Pond,1,,Mason Fidino,,Sunny,FALSE
2522,Ring-Billed Gull,3/4/2013,8:50:00 AM,3,North Pond,2,,Mason Fidino,,Sunny,FALSE
2521,Canada Goose,3/4/2013,8:50:00 AM,3,North Pond,42,,Mason Fidino,,Sunny,FALSE
2520,American Tree sparrow,3/4/2013,8:26:00 AM,2,North Pond,1,,Mason Fidino,,Sunny,FALSE
2519,Dark Eyed Junco,3/4/2013,8:26:00 AM,2,North Pond,15,,Mason Fidino,,Sunny,FALSE
2518,White-breasted Nuthatch,3/4/2013,8:26:00 AM,2,North Pond,1,,Mason Fidino,,Sunny,FALSE
2517,Cooper's Hawk,3/4/2013,8:26:00 AM,2,North Pond,1,,Mason Fidino,,Sunny,FALSE
2516,Hooded Merganser,3/4/2013,8:26:00 AM,2,North Pond,2,,Mason Fidino,,Sunny,FALSE
2515,Gadwall,3/4/2013,8:26:00 AM,2,North Pond,3,,Mason Fidino,,Sunny,FALSE
2514,Wood duck,3/4/2013,8:26:00 AM,2,North Pond,5,,Mason Fidino,,Sunny,FALSE
2513,Toulouse Goose (domestic goose breed),3/4/2013,8:26:00 AM,2,North Pond,2,,Mason Fidino,,Sunny,FALSE
2512,Common Golden-eye,3/4/2013,8:26:00 AM,2,North Pond,2,,Mason Fidino,,Sunny,FALSE
2511,Mallard,3/4/2013,8:26:00 AM,2,North Pond,52,,Mason Fidino,,Sunny,FALSE
2510,Downy Woodpecker,3/4/2013,8:26:00 AM,2,North Pond,3,,Mason Fidino,,Sunny,FALSE
2509,Black capped chickadee,3/4/2013,8:26:00 AM,2,North Pond,7,,Mason Fidino,,Sunny,FALSE
2508,Ring-Billed Gull,3/4/2013,8:26:00 AM,2,North Pond,10,,Mason Fidino,,Sunny,FALSE
2507,Pigeon,3/4/2013,8:26:00 AM,2,North Pond,2,,Mason Fidino,,Sunny,FALSE
2506,Red-winged Blackbird,3/4/2013,8:26:00 AM,2,North Pond,1,,Mason Fidino,,Sunny,FALSE
2505,Canada Goose,3/4/2013,8:26:00 AM,2,North Pond,23,,Mason Fidino,,Sunny,FALSE
2504,Northern Cardinal,3/4/2013,8:26:00 AM,2,North Pond,10,,Mason Fidino,,Sunny,FALSE
2503,House Sparrow,3/4/2013,8:26:00 AM,2,North Pond,18,,Mason Fidino,,Sunny,FALSE
2502,European Starling,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,8,,Mason Fidino,,Sunny,FALSE
2501,Hooded Merganser,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,2,,Mason Fidino,,Sunny,FALSE
2500,Wood duck,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,4,,Mason Fidino,,Sunny,FALSE
2499,American Black Duck,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,4,,Mason Fidino,,Sunny,FALSE
2498,Mallard,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,80,,Mason Fidino,,Sunny,FALSE
2497,Downy Woodpecker,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,2,,Mason Fidino,,Sunny,FALSE
2496,American Goldfinch,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Sunny,FALSE
2495,American Crow,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,4,,Mason Fidino,,Sunny,FALSE
2494,House Sparrow,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,30,,Mason Fidino,,Sunny,FALSE
2493,Canada Goose,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,3,,Mason Fidino,,Sunny,FALSE
2492,Black capped chickadee,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,9,,Mason Fidino,,Sunny,FALSE
2491,Northern Cardinal,3/4/2013,8:00:00 AM,2,Lincoln Park Zoo,3,,Mason Fidino,,Sunny,FALSE
2490,Mallard,3/4/2013,7:52:00 AM,2,Nature Boardwalk,3,,Mason Fidino,,Sunny,FALSE
2489,House Sparrow,3/4/2013,7:52:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2488,Canada Goose,3/4/2013,7:52:00 AM,2,Nature Boardwalk,2,,Mason Fidino,,Sunny,FALSE
2487,American Crow,3/4/2013,7:52:00 AM,2,Nature Boardwalk,5,,Mason Fidino,,Sunny,FALSE
2486,Lesser Scaup,3/4/2013,7:52:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2485,European Starling,3/4/2013,7:52:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2484,Common Golden-eye,3/4/2013,7:52:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2483,Black Crowned Night Heron,3/4/2013,7:52:00 AM,2,Nature Boardwalk,4,,Mason Fidino,,Sunny,FALSE
2482,Northern Cardinal,3/4/2013,7:38:00 AM,2,South of Nature Boardwalk,1,,Mason Fidino,,Sunny,FALSE
2481,Dark Eyed Junco,3/4/2013,7:38:00 AM,2,South of Nature Boardwalk,3,,Mason Fidino,,Sunny,FALSE
2480,House Sparrow,3/4/2013,7:38:00 AM,2,South of Nature Boardwalk,2,,Mason Fidino,,Sunny,FALSE
2479,American Crow,3/4/2013,7:38:00 AM,2,South of Nature Boardwalk,3,,Mason Fidino,,Sunny,FALSE
2623,House Sparrow,3/6/2013,11:11:00 AM,2,South of Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2622,Pigeon,3/6/2013,11:11:00 AM,2,South of Nature Boardwalk,28,,Mason Fidino,,Overcast,FALSE
2621,Dark Eyed Junco,3/6/2013,11:11:00 AM,2,South of Nature Boardwalk,4,,Mason Fidino,,Overcast,FALSE
2620,Downy Woodpecker,3/6/2013,11:11:00 AM,2,South of Nature Boardwalk,2,,Mason Fidino,,Overcast,FALSE
2619,Ring-Billed Gull,3/6/2013,11:11:00 AM,2,South of Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2618,American Crow,3/6/2013,11:11:00 AM,2,South of Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2617,Black Crowned Night Heron,3/6/2013,11:05:00 AM,2,Nature Boardwalk,4,,Mason Fidino,,Overcast,FALSE
2616,Black capped chickadee,3/6/2013,11:05:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2615,Lesser Scaup,3/6/2013,11:05:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2614,Common Golden-eye,3/6/2013,11:05:00 AM,2,Nature Boardwalk,1,,Mason Fidino,,Overcast,FALSE
2613,Bufflehead,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2612,Domestic duck species,3/6/2013,10:14:00 AM,2,North Pond,2,,Mason Fidino,,Snow,FALSE
2611,Black capped chickadee,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2610,American Goldfinch,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,4,,Mason Fidino,,Overcast,FALSE
2609,Northern Cardinal,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,4,,Mason Fidino,,Overcast,FALSE
2608,Wood duck,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,4,,Mason Fidino,,Overcast,FALSE
2607,Mallard,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,100,,Mason Fidino,,Overcast,FALSE
2606,American Crow,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,2,,Mason Fidino,,Overcast,FALSE
2605,Ring-Billed Gull,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,1,,Mason Fidino,,Overcast,FALSE
2604,House Sparrow,3/6/2013,10:42:00 AM,2,Lincoln Park Zoo,13,,Mason Fidino,,Overcast,FALSE
2603,Lesser Scaup,3/6/2013,10:14:00 AM,2,North Pond,1,,Mason Fidino,,Snow,FALSE
